pregunta,respuesta
¿cuál es el riesgo de resistencia cruzada al usar Metalaxil-M en programas de manejo?,Metalaxil-M actúa como inhibidor de ARN polimerasa I FRAC 4. Los fungicidas con este mecanismo tienen riesgo de resistencia cruzada con otros del mismo grupo FRAC. Se recomienda no superar 2-3 aplicaciones por ciclo y rotar con multi-sitios como Mancozeb o Cobre.
¿cómo afecta el Metalaxil-M a la biota del suelo?,"El impacto de Metalaxil-M en la biota del suelo depende del modo de aplicación. Aplicado por drench o foliar, su contacto con el suelo es limitado. usar siempre en mezcla con fungicidas de contacto. Se recomienda monitorear la microbiota benéfica en aplicaciones continuas."
¿cuál es la selectividad del Metalaxil-M hacia hongos benéficos?,Metalaxil-M (inhibidor de ARN polimerasa I FRAC 4) puede afectar hongos benéficos como micorrizas si se aplica al suelo. Su aplicación por drench o foliar reduce este riesgo. usar siempre en mezcla con fungicidas de contacto.
"me vendieron Iprodione en el almacén, ¿sirve para mi maracuyá?","Sí, Iprodione es un fungicida que se usa para controlar Moho en maracuyá. Se aplica por aspersión foliar. Recuerda usar guantes y overol al aplicarlo. limitar uso a aplicaciones críticas."
cómo se echa el Iprodione,"Iprodione se aplica mediante aspersión foliar. Antes de aplicarlo usa tu equipo de protección: overol, guantes, gafas y tapabocas. Ten en cuenta que OMS clase U, riesgo carcinogénico a largo plazo. limitar uso a aplicaciones críticas."
el Iprodione es malo para la salud,"Como todo fungicida, Iprodione requiere precaución. Sus riesgos son: OMS clase U, riesgo carcinogénico a largo plazo. Para protegerte: limitar uso a aplicaciones críticas. Siempre usa tu equipo de protección completo."
para qué sirve el Iprodione,Iprodione sirve para controlar Moho en cultivos de maracuyá. Se aplica por aspersión foliar y actúa como inhibidor de transducción de señales FRAC 2. Es importante seguir las instrucciones de la etiqueta.
me salpiqué con Iprodione qué hago,"Si te salpicaste con Iprodione: lava inmediatamente la zona afectada con agua y jabón durante 15 minutos. Si fue en los ojos, lava con agua abundante por 15 minutos. Recuerda que este producto tiene estos riesgos: OMS clase U, riesgo carcinogénico a largo plazo. Si los síntomas persisten, ve al médico con la etiqueta del producto."
¿cuál es el código FRAC del Iprodione?,Iprodione actúa como inhibidor de transducción de señales FRAC 2. Conocer el código FRAC es clave para rotar correctamente y evitar resistencias en Moho.
¿cuál es el modo de acción del Iprodione sobre Moho?,"Iprodione controla Moho en maracuyá mediante inhibidor de transducción de señales FRAC 2. Se aplica por aspersión foliar. Para evitar resistencia, rotar con fungicidas de diferente código FRAC."
¿puedo mezclar Iprodione con otros fungicidas?,"Iprodione se puede mezclar con fungicidas de diferente modo de acción para ampliar el espectro. Su modo de acción es inhibidor de transducción de señales FRAC 2. Antes de mezclar, verifica compatibilidad en etiqueta. limitar uso a aplicaciones críticas."
¿cada cuánto se aplica Iprodione?,"La frecuencia de Iprodione depende de la presión de enfermedad, pero generalmente no se recomienda más de 3 aplicaciones por ciclo del mismo modo de acción para evitar resistencia. Su uso es para Moho en maracuyá por aspersión foliar."
¿Iprodione tiene periodo de carencia?,"Sí, Iprodione tiene periodo de carencia que debe respetarse antes de cosechar. Revisa siempre la etiqueta del producto registrado en tu región. Recuerda que limitar uso a aplicaciones críticas."
¿cuál es el riesgo de resistencia cruzada al usar Iprodione en programas de manejo?,Iprodione actúa como inhibidor de transducción de señales FRAC 2. Los fungicidas con este mecanismo tienen riesgo de resistencia cruzada con otros del mismo grupo FRAC. Se recomienda no superar 2-3 aplicaciones por ciclo y rotar con multi-sitios como Mancozeb o Cobre.
¿cómo afecta el Iprodione a la biota del suelo?,"El impacto de Iprodione en la biota del suelo depende del modo de aplicación. Aplicado por aspersión foliar, su contacto con el suelo es limitado. limitar uso a aplicaciones críticas. Se recomienda monitorear la microbiota benéfica en aplicaciones continuas."
¿cuál es la selectividad del Iprodione hacia hongos benéficos?,Iprodione (inhibidor de transducción de señales FRAC 2) puede afectar hongos benéficos como micorrizas si se aplica al suelo. Su aplicación por aspersión foliar reduce este riesgo. limitar uso a aplicaciones críticas.
"me vendieron Cyprodinil en el almacén, ¿sirve para mi Passiflora spp.?","Sí, Cyprodinil es un fungicida que se usa para controlar Podredumbres en Passiflora spp.. Se aplica por aspersión foliar. Recuerda usar guantes y overol al aplicarlo. acción sistémica y traslaminar."
cómo se echa el Cyprodinil,"Cyprodinil se aplica mediante aspersión foliar. Antes de aplicarlo usa tu equipo de protección: overol, guantes, gafas y tapabocas. Ten en cuenta que OMS clase III, irritación leve cutánea. acción sistémica y traslaminar."
el Cyprodinil es malo para la salud,"Como todo fungicida, Cyprodinil requiere precaución. Sus riesgos son: OMS clase III, irritación leve cutánea. Para protegerte: acción sistémica y traslaminar. Siempre usa tu equipo de protección completo."
para qué sirve el Cyprodinil,Cyprodinil sirve para controlar Podredumbres en cultivos de Passiflora spp.. Se aplica por aspersión foliar y actúa como inhibidor de biosíntesis de metionina FRAC 9. Es importante seguir las instrucciones de la etiqueta.
me salpiqué con Cyprodinil qué hago,"Si te salpicaste con Cyprodinil: lava inmediatamente la zona afectada con agua y jabón durante 15 minutos. Si fue en los ojos, lava con agua abundante por 15 minutos. Recuerda que este producto tiene estos riesgos: OMS clase III, irritación leve cutánea. Si los síntomas persisten, ve al médico con la etiqueta del producto."
¿cuál es el código FRAC del Cyprodinil?,Cyprodinil actúa como inhibidor de biosíntesis de metionina FRAC 9. Conocer el código FRAC es clave para rotar correctamente y evitar resistencias en Podredumbres.
¿cuál es el modo de acción del Cyprodinil sobre Podredumbres?,"Cyprodinil controla Podredumbres en Passiflora spp. mediante inhibidor de biosíntesis de metionina FRAC 9. Se aplica por aspersión foliar. Para evitar resistencia, rotar con fungicidas de diferente código FRAC."
¿puedo mezclar Cyprodinil con otros fungicidas?,"Cyprodinil se puede mezclar con fungicidas de diferente modo de acción para ampliar el espectro. Su modo de acción es inhibidor de biosíntesis de metionina FRAC 9. Antes de mezclar, verifica compatibilidad en etiqueta. acción sistémica y traslaminar."
¿cada cuánto se aplica Cyprodinil?,"La frecuencia de Cyprodinil depende de la presión de enfermedad, pero generalmente no se recomienda más de 3 aplicaciones por ciclo del mismo modo de acción para evitar resistencia. Su uso es para Podredumbres en Passiflora spp. por aspersión foliar."
¿Cyprodinil tiene periodo de carencia?,"Sí, Cyprodinil tiene periodo de carencia que debe respetarse antes de cosechar. Revisa siempre la etiqueta del producto registrado en tu región. Recuerda que acción sistémica y traslaminar."
¿cuál es el riesgo de resistencia cruzada al usar Cyprodinil en programas de manejo?,Cyprodinil actúa como inhibidor de biosíntesis de metionina FRAC 9. Los fungicidas con este mecanismo tienen riesgo de resistencia cruzada con otros del mismo grupo FRAC. Se recomienda no superar 2-3 aplicaciones por ciclo y rotar con multi-sitios como Mancozeb o Cobre.
¿cómo afecta el Cyprodinil a la biota del suelo?,"El impacto de Cyprodinil en la biota del suelo depende del modo de aplicación. Aplicado por aspersión foliar, su contacto con el suelo es limitado. acción sistémica y traslaminar. Se recomienda monitorear la microbiota benéfica en aplicaciones continuas."
¿cuál es la selectividad del Cyprodinil hacia hongos benéficos?,Cyprodinil (inhibidor de biosíntesis de metionina FRAC 9) puede afectar hongos benéficos como micorrizas si se aplica al suelo. Su aplicación por aspersión foliar reduce este riesgo. acción sistémica y traslaminar.
"me vendieron Trifloxystrobin en el almacén, ¿sirve para mi maracuyá?","Sí, Trifloxystrobin es un fungicida que se usa para controlar Antracnosis en maracuyá. Se aplica por aspersión foliar. Recuerda usar guantes y overol al aplicarlo. alternar con Triazoles FRAC 3 o multi-sitios."
cómo se echa el Trifloxystrobin,"Trifloxystrobin se aplica mediante aspersión foliar. Antes de aplicarlo usa tu equipo de protección: overol, guantes, gafas y tapabocas. Ten en cuenta que baja toxicidad aguda, irritante leve. alternar con Triazoles FRAC 3 o multi-sitios."
el Trifloxystrobin es malo para la salud,"Como todo fungicida, Trifloxystrobin requiere precaución. Sus riesgos son: baja toxicidad aguda, irritante leve. Para protegerte: alternar con Triazoles FRAC 3 o multi-sitios. Siempre usa tu equipo de protección completo."
para qué sirve el Trifloxystrobin,"Trifloxystrobin sirve para controlar Antracnosis en cultivos de maracuyá. Se aplica por aspersión foliar y actúa como inhibidor QoI FRAC 11, sistémico local. Es importante seguir las instrucciones de la etiqueta."
me salpiqué con Trifloxystrobin qué hago,"Si te salpicaste con Trifloxystrobin: lava inmediatamente la zona afectada con agua y jabón durante 15 minutos. Si fue en los ojos, lava con agua abundante por 15 minutos. Recuerda que este producto tiene estos riesgos: baja toxicidad aguda, irritante leve. Si los síntomas persisten, ve al médico con la etiqueta del producto."
¿cuál es el código FRAC del Trifloxystrobin?,"Trifloxystrobin actúa como inhibidor QoI FRAC 11, sistémico local. Conocer el código FRAC es clave para rotar correctamente y evitar resistencias en Antracnosis."
¿cuál es el modo de acción del Trifloxystrobin sobre Antracnosis?,"Trifloxystrobin controla Antracnosis en maracuyá mediante inhibidor QoI FRAC 11, sistémico local. Se aplica por aspersión foliar. Para evitar resistencia, rotar con fungicidas de diferente código FRAC."
¿puedo mezclar Trifloxystrobin con otros fungicidas?,"Trifloxystrobin se puede mezclar con fungicidas de diferente modo de acción para ampliar el espectro. Su modo de acción es inhibidor QoI FRAC 11, sistémico local. Antes de mezclar, verifica compatibilidad en etiqueta. alternar con Triazoles FRAC 3 o multi-sitios."
¿cada cuánto se aplica Trifloxystrobin?,"La frecuencia de Trifloxystrobin depende de la presión de enfermedad, pero generalmente no se recomienda más de 3 aplicaciones por ciclo del mismo modo de acción para evitar resistencia. Su uso es para Antracnosis en maracuyá por aspersión foliar."
¿Trifloxystrobin tiene periodo de carencia?,"Sí, Trifloxystrobin tiene periodo de carencia que debe respetarse antes de cosechar. Revisa siempre la etiqueta del producto registrado en tu región. Recuerda que alternar con Triazoles FRAC 3 o multi-sitios."
¿cuál es el riesgo de resistencia cruzada al usar Trifloxystrobin en programas de manejo?,"Trifloxystrobin actúa como inhibidor QoI FRAC 11, sistémico local. Los fungicidas con este mecanismo tienen riesgo de resistencia cruzada con otros del mismo grupo FRAC. Se recomienda no superar 2-3 aplicaciones por ciclo y rotar con multi-sitios como Mancozeb o Cobre."
¿cómo afecta el Trifloxystrobin a la biota del suelo?,"El impacto de Trifloxystrobin en la biota del suelo depende del modo de aplicación. Aplicado por aspersión foliar, su contacto con el suelo es limitado. alternar con Triazoles FRAC 3 o multi-sitios. Se recomienda monitorear la microbiota benéfica en aplicaciones continuas."
¿cuál es la selectividad del Trifloxystrobin hacia hongos benéficos?,"Trifloxystrobin (inhibidor QoI FRAC 11, sistémico local) puede afectar hongos benéficos como micorrizas si se aplica al suelo. Su aplicación por aspersión foliar reduce este riesgo. alternar con Triazoles FRAC 3 o multi-sitios."
"me vendieron Fosetil-Al en el almacén, ¿sirve para mi maracuyá?","Sí, Fosetil-Al es un fungicida que se usa para controlar Podredumbre de raíz en maracuyá. Se aplica por drench suelo o foliar. Recuerda usar guantes y overol al aplicarlo. no mezclar con aceites o fertilizantes foliares."
cómo se echa el Fosetil-Al,"Fosetil-Al se aplica mediante drench suelo o foliar. Antes de aplicarlo usa tu equipo de protección: overol, guantes, gafas y tapabocas. Ten en cuenta que OMS clase U, poco probable riesgo agudo. no mezclar con aceites o fertilizantes foliares."
el Fosetil-Al es malo para la salud,"Como todo fungicida, Fosetil-Al requiere precaución. Sus riesgos son: OMS clase U, poco probable riesgo agudo. Para protegerte: no mezclar con aceites o fertilizantes foliares. Siempre usa tu equipo de protección completo."
para qué sirve el Fosetil-Al,"Fosetil-Al sirve para controlar Podredumbre de raíz en cultivos de maracuyá. Se aplica por drench suelo o foliar y actúa como inductor de defensas FRAC P07, activador SAR. Es importante seguir las instrucciones de la etiqueta."
me salpiqué con Fosetil-Al qué hago,"Si te salpicaste con Fosetil-Al: lava inmediatamente la zona afectada con agua y jabón durante 15 minutos. Si fue en los ojos, lava con agua abundante por 15 minutos. Recuerda que este producto tiene estos riesgos: OMS clase U, poco probable riesgo agudo. Si los síntomas persisten, ve al médico con la etiqueta del producto."
¿cuál es el código FRAC del Fosetil-Al?,"Fosetil-Al actúa como inductor de defensas FRAC P07, activador SAR. Conocer el código FRAC es clave para rotar correctamente y evitar resistencias en Podredumbre de raíz."
¿cuál es el modo de acción del Fosetil-Al sobre Podredumbre de raíz?,"Fosetil-Al controla Podredumbre de raíz en maracuyá mediante inductor de defensas FRAC P07, activador SAR. Se aplica por drench suelo o foliar. Para evitar resistencia, rotar con fungicidas de diferente código FRAC."
¿puedo mezclar Fosetil-Al con otros fungicidas?,"Fosetil-Al se puede mezclar con fungicidas de diferente modo de acción para ampliar el espectro. Su modo de acción es inductor de defensas FRAC P07, activador SAR. Antes de mezclar, verifica compatibilidad en etiqueta. no mezclar con aceites o fertilizantes foliares."
¿cada cuánto se aplica Fosetil-Al?,"La frecuencia de Fosetil-Al depende de la presión de enfermedad, pero generalmente no se recomienda más de 3 aplicaciones por ciclo del mismo modo de acción para evitar resistencia. Su uso es para Podredumbre de raíz en maracuyá por drench suelo o foliar."
¿Fosetil-Al tiene periodo de carencia?,"Sí, Fosetil-Al tiene periodo de carencia que debe respetarse antes de cosechar. Revisa siempre la etiqueta del producto registrado en tu región. Recuerda que no mezclar con aceites o fertilizantes foliares."
¿cuál es el riesgo de resistencia cruzada al usar Fosetil-Al en programas de manejo?,"Fosetil-Al actúa como inductor de defensas FRAC P07, activador SAR. Los fungicidas con este mecanismo tienen riesgo de resistencia cruzada con otros del mismo grupo FRAC. Se recomienda no superar 2-3 aplicaciones por ciclo y rotar con multi-sitios como Mancozeb o Cobre."
¿cómo afecta el Fosetil-Al a la biota del suelo?,"El impacto de Fosetil-Al en la biota del suelo depende del modo de aplicación. Aplicado por drench suelo o foliar, su contacto con el suelo es limitado. no mezclar con aceites o fertilizantes foliares. Se recomienda monitorear la microbiota benéfica en aplicaciones continuas."
¿cuál es la selectividad del Fosetil-Al hacia hongos benéficos?,"Fosetil-Al (inductor de defensas FRAC P07, activador SAR) puede afectar hongos benéficos como micorrizas si se aplica al suelo. Su aplicación por drench suelo o foliar reduce este riesgo. no mezclar con aceites o fertilizantes foliares."
"me vendieron Bacillus subtilis en el almacén, ¿sirve para mi granadilla?","Sí, Bacillus subtilis es un fungicida que se usa para controlar Podredumbre Fusarium en granadilla. Se aplica por tratamiento semilla o suelo. Recuerda usar guantes y overol al aplicarlo. almacenar en lugar fresco para mantener viabilidad."
cómo se echa el Bacillus subtilis,"Bacillus subtilis se aplica mediante tratamiento semilla o suelo. Antes de aplicarlo usa tu equipo de protección: overol, guantes, gafas y tapabocas. Ten en cuenta que seguro, microorganismo de ocurrencia natural. almacenar en lugar fresco para mantener viabilidad."
el Bacillus subtilis es malo para la salud,"Como todo fungicida, Bacillus subtilis requiere precaución. Sus riesgos son: seguro, microorganismo de ocurrencia natural. Para protegerte: almacenar en lugar fresco para mantener viabilidad. Siempre usa tu equipo de protección completo."
para qué sirve el Bacillus subtilis,"Bacillus subtilis sirve para controlar Podredumbre Fusarium en cultivos de granadilla. Se aplica por tratamiento semilla o suelo y actúa como biofungicida BM02, producción de lipopéptidos. Es importante seguir las instrucciones de la etiqueta."
me salpiqué con Bacillus subtilis qué hago,"Si te salpicaste con Bacillus subtilis: lava inmediatamente la zona afectada con agua y jabón durante 15 minutos. Si fue en los ojos, lava con agua abundante por 15 minutos. Recuerda que este producto tiene estos riesgos: seguro, microorganismo de ocurrencia natural. Si los síntomas persisten, ve al médico con la etiqueta del producto."
¿cuál es el código FRAC del Bacillus subtilis?,"Bacillus subtilis actúa como biofungicida BM02, producción de lipopéptidos. Conocer el código FRAC es clave para rotar correctamente y evitar resistencias en Podredumbre Fusarium."
¿cuál es el modo de acción del Bacillus subtilis sobre Podredumbre Fusarium?,"Bacillus subtilis controla Podredumbre Fusarium en granadilla mediante biofungicida BM02, producción de lipopéptidos. Se aplica por tratamiento semilla o suelo. Para evitar resistencia, rotar con fungicidas de diferente código FRAC."
¿puedo mezclar Bacillus subtilis con otros fungicidas?,"Bacillus subtilis se puede mezclar con fungicidas de diferente modo de acción para ampliar el espectro. Su modo de acción es biofungicida BM02, producción de lipopéptidos. Antes de mezclar, verifica compatibilidad en etiqueta. almacenar en lugar fresco para mantener viabilidad."
¿cada cuánto se aplica Bacillus subtilis?,"La frecuencia de Bacillus subtilis depende de la presión de enfermedad, pero generalmente no se recomienda más de 3 aplicaciones por ciclo del mismo modo de acción para evitar resistencia. Su uso es para Podredumbre Fusarium en granadilla por tratamiento semilla o suelo."
¿Bacillus subtilis tiene periodo de carencia?,"Sí, Bacillus subtilis tiene periodo de carencia que debe respetarse antes de cosechar. Revisa siempre la etiqueta del producto registrado en tu región. Recuerda que almacenar en lugar fresco para mantener viabilidad."
¿cuál es el riesgo de resistencia cruzada al usar Bacillus subtilis en programas de manejo?,"Bacillus subtilis actúa como biofungicida BM02, producción de lipopéptidos. Los fungicidas con este mecanismo tienen riesgo de resistencia cruzada con otros del mismo grupo FRAC. Se recomienda no superar 2-3 aplicaciones por ciclo y rotar con multi-sitios como Mancozeb o Cobre."
¿cómo afecta el Bacillus subtilis a la biota del suelo?,"El impacto de Bacillus subtilis en la biota del suelo depende del modo de aplicación. Aplicado por tratamiento semilla o suelo, su contacto con el suelo es directo. almacenar en lugar fresco para mantener viabilidad. Se recomienda monitorear la microbiota benéfica en aplicaciones continuas."
¿cuál es la selectividad del Bacillus subtilis hacia hongos benéficos?,"Bacillus subtilis (biofungicida BM02, producción de lipopéptidos) puede afectar hongos benéficos como micorrizas si se aplica al suelo. Su aplicación por tratamiento semilla o suelo reduce este riesgo. almacenar en lugar fresco para mantener viabilidad."
"me vendieron Extracto de Swinglea en el almacén, ¿sirve para mi maracuyá?","Sí, Extracto de Swinglea es un fungicida que se usa para controlar Roña en maracuyá. Se aplica por aspersión foliar. Recuerda usar guantes y overol al aplicarlo. aplicar siguiendo buenas prácticas agrícolas BPA."
cómo se echa el Extracto de Swinglea,"Extracto de Swinglea se aplica mediante aspersión foliar. Antes de aplicarlo usa tu equipo de protección: overol, guantes, gafas y tapabocas. Ten en cuenta que baja toxicidad categoría IV, seguro para polinizadores. aplicar siguiendo buenas prácticas agrícolas BPA."
el Extracto de Swinglea es malo para la salud,"Como todo fungicida, Extracto de Swinglea requiere precaución. Sus riesgos son: baja toxicidad categoría IV, seguro para polinizadores. Para protegerte: aplicar siguiendo buenas prácticas agrícolas BPA. Siempre usa tu equipo de protección completo."
para qué sirve el Extracto de Swinglea,"Extracto de Swinglea sirve para controlar Roña en cultivos de maracuyá. Se aplica por aspersión foliar y actúa como biofungicida extracto vegetal, disrupción de membrana. Es importante seguir las instrucciones de la etiqueta."
me salpiqué con Extracto de Swinglea qué hago,"Si te salpicaste con Extracto de Swinglea: lava inmediatamente la zona afectada con agua y jabón durante 15 minutos. Si fue en los ojos, lava con agua abundante por 15 minutos. Recuerda que este producto tiene estos riesgos: baja toxicidad categoría IV, seguro para polinizadores. Si los síntomas persisten, ve al médico con la etiqueta del producto."
¿cuál es el código FRAC del Extracto de Swinglea?,"Extracto de Swinglea actúa como biofungicida extracto vegetal, disrupción de membrana. Conocer el código FRAC es clave para rotar correctamente y evitar resistencias en Roña."
¿cuál es el modo de acción del Extracto de Swinglea sobre Roña?,"Extracto de Swinglea controla Roña en maracuyá mediante biofungicida extracto vegetal, disrupción de membrana. Se aplica por aspersión foliar. Para evitar resistencia, rotar con fungicidas de diferente código FRAC."
¿puedo mezclar Extracto de Swinglea con otros fungicidas?,"Extracto de Swinglea se puede mezclar con fungicidas de diferente modo de acción para ampliar el espectro. Su modo de acción es biofungicida extracto vegetal, disrupción de membrana. Antes de mezclar, verifica compatibilidad en etiqueta. aplicar siguiendo buenas prácticas agrícolas BPA."
¿cada cuánto se aplica Extracto de Swinglea?,"La frecuencia de Extracto de Swinglea depende de la presión de enfermedad, pero generalmente no se recomienda más de 3 aplicaciones por ciclo del mismo modo de acción para evitar resistencia. Su uso es para Roña en maracuyá por aspersión foliar."
¿Extracto de Swinglea tiene periodo de carencia?,"Sí, Extracto de Swinglea tiene periodo de carencia que debe respetarse antes de cosechar. Revisa siempre la etiqueta del producto registrado en tu región. Recuerda que aplicar siguiendo buenas prácticas agrícolas BPA."
¿cuál es el riesgo de resistencia cruzada al usar Extracto de Swinglea en programas de manejo?,"Extracto de Swinglea actúa como biofungicida extracto vegetal, disrupción de membrana. Los fungicidas con este mecanismo tienen riesgo de resistencia cruzada con otros del mismo grupo FRAC. Se recomienda no superar 2-3 aplicaciones por ciclo y rotar con multi-sitios como Mancozeb o Cobre."
¿cómo afecta el Extracto de Swinglea a la biota del suelo?,"El impacto de Extracto de Swinglea en la biota del suelo depende del modo de aplicación. Aplicado por aspersión foliar, su contacto con el suelo es limitado. aplicar siguiendo buenas prácticas agrícolas BPA. Se recomienda monitorear la microbiota benéfica en aplicaciones continuas."
¿cuál es la selectividad del Extracto de Swinglea hacia hongos benéficos?,"Extracto de Swinglea (biofungicida extracto vegetal, disrupción de membrana) puede afectar hongos benéficos como micorrizas si se aplica al suelo. Su aplicación por aspersión foliar reduce este riesgo. aplicar siguiendo buenas prácticas agrícolas BPA."
"me vendieron Proquinazid en el almacén, ¿sirve para mi Passiflora spp.?","Sí, Proquinazid es un fungicida que se usa para controlar Hongos fitopatógenos en Passiflora spp.. Se aplica por aspersión foliar. Recuerda usar guantes y overol al aplicarlo. efecto vía vapor ayuda en follaje denso."
cómo se echa el Proquinazid,"Proquinazid se aplica mediante aspersión foliar. Antes de aplicarlo usa tu equipo de protección: overol, guantes, gafas y tapabocas. Ten en cuenta que baja toxicidad aguda ADI 0.01 mg/kg. efecto vía vapor ayuda en follaje denso."
el Proquinazid es malo para la salud,"Como todo fungicida, Proquinazid requiere precaución. Sus riesgos son: baja toxicidad aguda ADI 0.01 mg/kg. Para protegerte: efecto vía vapor ayuda en follaje denso. Siempre usa tu equipo de protección completo."
para qué sirve el Proquinazid,Proquinazid sirve para controlar Hongos fitopatógenos en cultivos de Passiflora spp.. Se aplica por aspersión foliar y actúa como inhibidor de diferenciación FRAC 13. Es importante seguir las instrucciones de la etiqueta.
me salpiqué con Proquinazid qué hago,"Si te salpicaste con Proquinazid: lava inmediatamente la zona afectada con agua y jabón durante 15 minutos. Si fue en los ojos, lava con agua abundante por 15 minutos. Recuerda que este producto tiene estos riesgos: baja toxicidad aguda ADI 0.01 mg/kg. Si los síntomas persisten, ve al médico con la etiqueta del producto."
¿cuál es el código FRAC del Proquinazid?,Proquinazid actúa como inhibidor de diferenciación FRAC 13. Conocer el código FRAC es clave para rotar correctamente y evitar resistencias en Hongos fitopatógenos.
¿cuál es el modo de acción del Proquinazid sobre Hongos fitopatógenos?,"Proquinazid controla Hongos fitopatógenos en Passiflora spp. mediante inhibidor de diferenciación FRAC 13. Se aplica por aspersión foliar. Para evitar resistencia, rotar con fungicidas de diferente código FRAC."
¿puedo mezclar Proquinazid con otros fungicidas?,"Proquinazid se puede mezclar con fungicidas de diferente modo de acción para ampliar el espectro. Su modo de acción es inhibidor de diferenciación FRAC 13. Antes de mezclar, verifica compatibilidad en etiqueta. efecto vía vapor ayuda en follaje denso."
¿cada cuánto se aplica Proquinazid?,"La frecuencia de Proquinazid depende de la presión de enfermedad, pero generalmente no se recomienda más de 3 aplicaciones por ciclo del mismo modo de acción para evitar resistencia. Su uso es para Hongos fitopatógenos en Passiflora spp. por aspersión foliar."
¿Proquinazid tiene periodo de carencia?,"Sí, Proquinazid tiene periodo de carencia que debe respetarse antes de cosechar. Revisa siempre la etiqueta del producto registrado en tu región. Recuerda que efecto vía vapor ayuda en follaje denso."
¿cuál es el riesgo de resistencia cruzada al usar Proquinazid en programas de manejo?,Proquinazid actúa como inhibidor de diferenciación FRAC 13. Los fungicidas con este mecanismo tienen riesgo de resistencia cruzada con otros del mismo grupo FRAC. Se recomienda no superar 2-3 aplicaciones por ciclo y rotar con multi-sitios como Mancozeb o Cobre.
¿cómo afecta el Proquinazid a la biota del suelo?,"El impacto de Proquinazid en la biota del suelo depende del modo de aplicación. Aplicado por aspersión foliar, su contacto con el suelo es limitado. efecto vía vapor ayuda en follaje denso. Se recomienda monitorear la microbiota benéfica en aplicaciones continuas."
¿cuál es la selectividad del Proquinazid hacia hongos benéficos?,Proquinazid (inhibidor de diferenciación FRAC 13) puede afectar hongos benéficos como micorrizas si se aplica al suelo. Su aplicación por aspersión foliar reduce este riesgo. efecto vía vapor ayuda en follaje denso.
"me vendieron Pyrimethanil en el almacén, ¿sirve para mi maracuyá?","Sí, Pyrimethanil es un fungicida que se usa para controlar Moho gris en maracuyá. Se aplica por aspersión foliar. Recuerda usar guantes y overol al aplicarlo. aplicar en momentos de baja humedad."
cómo se echa el Pyrimethanil,"Pyrimethanil se aplica mediante aspersión foliar. Antes de aplicarlo usa tu equipo de protección: overol, guantes, gafas y tapabocas. Ten en cuenta que irritante leve. aplicar en momentos de baja humedad."
el Pyrimethanil es malo para la salud,"Como todo fungicida, Pyrimethanil requiere precaución. Sus riesgos son: irritante leve. Para protegerte: aplicar en momentos de baja humedad. Siempre usa tu equipo de protección completo."
para qué sirve el Pyrimethanil,Pyrimethanil sirve para controlar Moho gris en cultivos de maracuyá. Se aplica por aspersión foliar y actúa como inhibidor de biosíntesis de aminoácidos. Es importante seguir las instrucciones de la etiqueta.
me salpiqué con Pyrimethanil qué hago,"Si te salpicaste con Pyrimethanil: lava inmediatamente la zona afectada con agua y jabón durante 15 minutos. Si fue en los ojos, lava con agua abundante por 15 minutos. Recuerda que este producto tiene estos riesgos: irritante leve. Si los síntomas persisten, ve al médico con la etiqueta del producto."
¿cuál es el código FRAC del Pyrimethanil?,Pyrimethanil actúa como inhibidor de biosíntesis de aminoácidos. Conocer el código FRAC es clave para rotar correctamente y evitar resistencias en Moho gris.
¿cuál es el modo de acción del Pyrimethanil sobre Moho gris?,"Pyrimethanil controla Moho gris en maracuyá mediante inhibidor de biosíntesis de aminoácidos. Se aplica por aspersión foliar. Para evitar resistencia, rotar con fungicidas de diferente código FRAC."
¿puedo mezclar Pyrimethanil con otros fungicidas?,"Pyrimethanil se puede mezclar con fungicidas de diferente modo de acción para ampliar el espectro. Su modo de acción es inhibidor de biosíntesis de aminoácidos. Antes de mezclar, verifica compatibilidad en etiqueta. aplicar en momentos de baja humedad."
¿cada cuánto se aplica Pyrimethanil?,"La frecuencia de Pyrimethanil depende de la presión de enfermedad, pero generalmente no se recomienda más de 3 aplicaciones por ciclo del mismo modo de acción para evitar resistencia. Su uso es para Moho gris en maracuyá por aspersión foliar."
¿Pyrimethanil tiene periodo de carencia?,"Sí, Pyrimethanil tiene periodo de carencia que debe respetarse antes de cosechar. Revisa siempre la etiqueta del producto registrado en tu región. Recuerda que aplicar en momentos de baja humedad."
¿cuál es el riesgo de resistencia cruzada al usar Pyrimethanil en programas de manejo?,Pyrimethanil actúa como inhibidor de biosíntesis de aminoácidos. Los fungicidas con este mecanismo tienen riesgo de resistencia cruzada con otros del mismo grupo FRAC. Se recomienda no superar 2-3 aplicaciones por ciclo y rotar con multi-sitios como Mancozeb o Cobre.
¿cómo afecta el Pyrimethanil a la biota del suelo?,"El impacto de Pyrimethanil en la biota del suelo depende del modo de aplicación. Aplicado por aspersión foliar, su contacto con el suelo es limitado. aplicar en momentos de baja humedad. Se recomienda monitorear la microbiota benéfica en aplicaciones continuas."
¿cuál es la selectividad del Pyrimethanil hacia hongos benéficos?,Pyrimethanil (inhibidor de biosíntesis de aminoácidos) puede afectar hongos benéficos como micorrizas si se aplica al suelo. Su aplicación por aspersión foliar reduce este riesgo. aplicar en momentos de baja humedad.
